Operation,Runtime (s),CPU Energy (J),GPU Energy (J),Output Token Limit,Input Token Size,Iteration,Model Name,Number of GPUs,Prompt,Output Token Size,Batch Size,System Name,GPU Memory (MB)
inference-A-29,18.733171224594116,22.527386281201036,244.62294829999996,64,9,29,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-30,18.70507311820984,22.37485081771425,244.71605187000003,64,9,30,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-31,18.727829217910767,22.446239740877765,245.46407856000002,64,9,31,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-32,18.720059156417847,22.355494524930197,244.69079320999992,64,9,32,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-33,18.701258897781372,22.813682909373973,244.92428518999995,64,9,33,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-34,18.687718868255615,23.29823378406079,245.13894245999987,64,9,34,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-35,18.771399974822998,22.153773274826776,244.92672226999997,64,9,35,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-36,18.733845949172974,22.450542865162937,245.44853638,64,9,36,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-37,18.708314895629883,22.561876683408446,245.02786756000003,64,9,37,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-38,18.95379090309143,26.016373877135486,252.42545908999998,64,9,38,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-39,18.94563603401184,26.15270410701903,252.52502018999996,64,9,39,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-40,18.54325819015503,25.292850241976943,247.2414891,64,9,40,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-41,18.76504874229431,24.70677630267826,245.88183806999996,64,9,41,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-42,18.72822093963623,23.229762900157393,246.16658314000006,64,9,42,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-43,17.908497095108032,23.798566370926565,236.87673971,64,9,43,Llama-2-7b-chat-hf,1,What is the largest city in France?,70,32,M1-Pro,12916.515625
inference-A-44,18.80509901046753,26.51684193140403,247.2683458700001,64,9,44,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-45,18.828543186187744,23.697974314353935,246.50279689999996,64,9,45,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-46,18.789554357528687,23.212659242290748,245.51477197000014,64,9,46,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-47,18.782140016555786,23.366226952957202,244.98067840000004,64,9,47,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-48,18.749866008758545,25.064269403177654,247.3382136799999,64,9,48,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-49,18.771270751953125,23.194526468874425,245.45939302000008,64,9,49,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-50,18.74424386024475,23.731934399360888,246.16222703000014,64,9,50,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-51,18.799118041992188,24.312598646506455,245.75843294999996,64,9,51,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-52,18.736150979995728,24.644561809821813,245.56734342999994,64,9,52,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-53,18.92948007583618,26.478321159958185,252.22646015,64,9,53,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-54,19.34521508216858,29.762119536840288,262.96947679,64,9,54,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-55,18.84994888305664,23.824451980444888,248.91973324000006,64,9,55,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-56,19.376440048217773,27.718760333557924,263.15268187,64,9,56,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-57,19.08161997795105,27.993641947377355,255.11730640999997,64,9,57,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-58,18.848026037216187,25.18689510321699,249.33915195999992,64,9,58,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-59,18.80771803855896,24.98158744594121,248.21525089,64,9,59,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-60,18.797234773635864,23.7705411154767,246.29035602999997,64,9,60,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-61,18.779315948486328,24.833985709692286,247.3031499100001,64,9,61,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
